Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption,CO2_Emissions,Customer_Rating,Customer_Feedback
PK2026_0142,2026-10-21,October,Wednesday,Lahore,Kuala Lumpur,International,ATR 72,432.0,47,70,67.14,1365.0,44,Moderate,Delayed,Storm,13415l,33537.5kg,4.2,Poor service delivery
PK2026_0143,2026-01-26,January,Monday,Dubai,Lahore,International,ATR 72,303.0,38,70,54.29,905.0,91,Moderate,Delayed,,7964l,19910.0kg,4.6,Top-tier assistance
PK2026_0144,2026-08-17,August,Monday,Jeddah,Dubai,International,ATR 72,236.0,47,70,67.14,258.0,173,Severe,Delayed,,7802l,19505.0kg,4.8,Very easy air travel
PK2026_0145,2026-03-16,March,Monday,Lahore,Jeddah,International,Airbus A320,468.0,132,180,73.33,666.0,17,Minor,Delayed,Storm,4746l,11865.0kg,4.5,Smooth from takeoff to landing
PK2026_0146,2026-10-13,October,Tuesday,Karachi,Kuala Lumpur,International,ATR 72,97.0,58,70,82.86,,180,Severe,Delayed,,19478l,48695.0kg,3.5,Very stable flight
PK2026_0147,2026-12-27,December,Sunday,Kuala Lumpur,Jeddah,International,Airbus A320,180.0,116,180,64.44,635.0,210,Severe,Delayed,Storm,9145l,22862.5kg,4.7,Awful service
PK2026_0148,2026-06-04,June,Thursday,London,Doha,International,Airbus A320,231.0,114,180,63.33,900.0,62,Moderate,Delayed,Rain,19221l,48052.5kg,4.8,Wait was long but cabin was great
PK2026_0149,2026-09-06,September,Sunday,London,Islamabad,International,Boeing 737,356.0,137,160,85.62,202.0,61,Moderate,Delayed,Storm,16442l,41105.0kg,4.1,Standard journey
PK2026_0150,2026-05-23,May,Saturday,Dubai,Karachi,International,Airbus A320,,120,180,66.67,1213.0,74,Moderate,Delayed,,12828l,32070.0kg,4.3,Bad staff behavior
PK2026_0151,2026-03-09,March,Monday,London,Karachi,International,Airbus A320,442.0,91,180,50.56,767.0,148,Severe,Delayed,Fog,19930l,49825.0kg,4.1,Amazing service
PK2026_0152,2026-05-01,May,Friday,Dubai,Lahore,International,Airbus A320,166.0,95,180,52.78,401.0,100,Moderate,Delayed,,12096l,30240.0kg,2.6,I am happy with the trip
PK2026_0153,2026-12-28,December,Monday,Dubai,Lahore,International,Boeing 737,413.0,105,160,65.62,897.0,64,Moderate,Delayed,Clear,13254l,33135.0kg,,Very peaceful transit
PK2026_0154,2026-12-08,December,Tuesday,Islamabad,Doha,International,Boeing 777,259.0,316,350,90.29,370.0,35,Moderate,Delayed,Clear,14023l,35057.5kg,4.7,Tardy but the seats were premium
PK2026_0155,2026-05-23,May,Saturday,Kuala Lumpur,Dubai,International,Boeing 777,446.0,206,350,58.86,974.0,179,Severe,Delayed,,12529l,31322.5kg,4.4,First-class service
PK2026_0156,2026-01-09,January,Friday,London,Karachi,International,Airbus A320,,133,180,73.89,426.0,172,Severe,Delayed,,14517l,36292.5kg,3.0,Good quality experience
PK2026_0157,2026-07-21,July,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,470.0,229,350,65.43,1070.0,210,Severe,Delayed,,3276l,8190.0kg,2.6,Behind schedule but comfortable
PK2026_0158,2026-10-11,October,Sunday,Dubai,Doha,International,ATR 72,86.0,47,70,67.14,1158.0,71,Moderate,Delayed,Fog,18460l,46150.0kg,,Remarkably calm journey
PK2026_0159,2026-01-08,January,Thursday,Doha,Karachi,International,Boeing 737,400.0,105,160,65.62,319.0,174,Severe,Delayed,Fog,12262l,30655.0kg,2.6,Ordinary flight
PK2026_0160,2026-01-05,January,Monday,Jeddah,Islamabad,International,Airbus A320,109.0,163,180,90.56,235.0,107,Moderate,Delayed,Storm,13888l,34720.0kg,3.3,Dreadful service
PK2026_0161,2026-06-29,June,Monday,Lahore,Jeddah,International,Airbus A320,348.0,145,180,80.56,230.0,237,Severe,Delayed,Fog,14788l,36970.0kg,3.8,Late but very relaxed
PK2026_0162,2026-04-12,April,Sunday,Kuala Lumpur,London,International,ATR 72,134.0,65,70,92.86,228.0,69,Moderate,Delayed,,17982l,44955.0kg,3.1,Poor treatment
PK2026_0163,2026-08-16,August,Sunday,Islamabad,Kuala Lumpur,International,Boeing 737,323.0,128,160,80.0,1336.0,208,Severe,Delayed,,12732l,31830.0kg,3.3,Mediocre journey
PK2026_0164,2026-11-23,November,Monday,Lahore,Karachi,Domestic,Boeing 777,382.0,317,350,90.57,1495.0,95,Moderate,Delayed,,15088l,37720.0kg,4.4,Good flight
PK2026_0165,2026-03-23,March,Monday,Karachi,London,International,Airbus A320,431.0,159,180,88.33,1083.0,192,Severe,Delayed,Rain,8549l,21372.5kg,4.5,Just an average trip
PK2026_0166,2026-04-11,April,Saturday,Kuala Lumpur,Doha,International,Airbus A320,,114,180,63.33,653.0,56,Moderate,Delayed,Storm,10799l,26997.5kg,3.8,Unpleasant service
PK2026_0167,2026-09-14,September,Monday,Dubai,Lahore,International,Airbus A320,245.0,99,180,55.0,1196.0,87,Moderate,Delayed,Clear,19411l,48527.5kg,4.2,Normal flight experience
PK2026_0168,2026-04-08,April,Wednesday,Dubai,Jeddah,International,Airbus A320,239.0,168,180,93.33,1197.0,40,Moderate,Delayed,Clear,17682l,44205.0kg,,Fairly standard
PK2026_0169,2026-09-08,September,Tuesday,Kuala Lumpur,Doha,International,Boeing 777,117.0,214,350,61.14,1304.0,188,Severe,Delayed,Fog,15970l,39925.0kg,3.5,Late but comfy
PK2026_0170,2026-02-13,February,Friday,Lahore,London,International,ATR 72,243.0,35,70,50.0,984.0,52,Moderate,Delayed,,15438l,38595.0kg,4.3,Disappointing service
PK2026_0171,2026-08-18,August,Tuesday,Jeddah,Dubai,International,Airbus A320,441.0,126,180,70.0,287.0,189,Severe,Delayed,Fog,13027l,32567.5kg,,Behind schedule but fine
PK2026_0172,2026-06-29,June,Monday,Jeddah,Islamabad,International,Airbus A320,384.0,150,180,83.33,318.0,164,Severe,Delayed,,17413l,43532.5kg,,Delayed but relaxing
PK2026_0173,2026-11-22,November,Sunday,Islamabad,Karachi,Domestic,ATR 72,473.0,55,70,78.57,929.0,207,Severe,Delayed,Clear,12727l,31817.5kg,4.4,Just okay
PK2026_0174,2026-03-25,March,Wednesday,Dubai,Doha,International,ATR 72,362.0,46,70,65.71,807.0,141,Severe,Delayed,Clear,5011l,12527.5kg,4.4,Middle-of-the-road
PK2026_0175,2026-03-25,March,Wednesday,Karachi,London,International,Airbus A320,443.0,119,180,66.11,1218.0,125,Severe,Delayed,Clear,11771l,29427.5kg,,Behind time but cozy
PK2026_0176,2026-07-23,July,Thursday,Doha,Jeddah,International,Boeing 737,384.0,140,160,87.5,138.0,16,Minor,Delayed,Fog,6013l,15032.5kg,2.9,Excellent staff
PK2026_0177,2026-06-25,June,Thursday,London,Lahore,International,Boeing 777,239.0,229,350,65.43,893.0,8,Minor,On Time,,8441l,21102.5kg,4.3,A normal trip
PK2026_0178,2026-10-19,October,Monday,Lahore,London,International,Boeing 777,138.0,230,350,65.71,1246.0,4,Minor,On Time,,6070l,15175.0kg,,Very steady ride
PK2026_0179,2026-01-13,January,Tuesday,Kuala Lumpur,London,International,Boeing 737,,128,160,80.0,808.0,190,Severe,Delayed,,3778l,9445.0kg,,Pleasant time
PK2026_0180,2026-01-19,January,Monday,Islamabad,Karachi,Domestic,Boeing 777,123.0,300,350,85.71,426.0,143,Severe,Delayed,,5470l,13675.0kg,4.3,Everything was fine
PK2026_0181,2026-10-16,October,Friday,Lahore,Dubai,International,Airbus A320,374.0,156,180,86.67,213.0,234,Severe,Delayed,,8547l,21367.5kg,3.4,Standard air travel
PK2026_0182,2026-03-31,March,Tuesday,Karachi,Jeddah,International,Airbus A320,347.0,115,180,63.89,1364.0,149,Severe,Delayed,Storm,11395l,28487.5kg,,Average service quality
PK2026_0183,2026-08-11,August,Tuesday,Jeddah,Islamabad,International,Airbus A320,,124,180,68.89,1337.0,167,Severe,Delayed,,19104l,47760.0kg,3.3,Rude service
PK2026_0184,2026-08-11,August,Tuesday,Doha,Jeddah,International,ATR 72,411.0,66,70,94.29,726.0,78,Moderate,Delayed,Clear,13128l,32820.0kg,4.9,Unmemorable trip
PK2026_0185,2026-06-06,June,Saturday,Jeddah,Islamabad,International,Airbus A320,179.0,164,180,91.11,977.0,39,Moderate,Delayed,,10987l,27467.5kg,3.6,Wait was long but good
PK2026_0186,2026-04-13,April,Monday,Islamabad,Dubai,International,ATR 72,372.0,54,70,77.14,1270.0,171,Severe,Delayed,Fog,16082l,40205.0kg,3.0,Positive trip
PK2026_0187,2026-09-03,September,Thursday,Jeddah,Karachi,International,Boeing 777,346.0,281,350,80.29,508.0,217,Severe,Delayed,Rain,14980l,37450.0kg,3.1,Superb treatment
PK2026_0188,2026-11-28,November,Saturday,Karachi,Dubai,International,Boeing 737,,90,160,56.25,1351.0,3,Minor,On Time,,14073l,35182.5kg,4.2,Bad assistance
PK2026_0189,2026-12-23,December,Wednesday,Jeddah,Lahore,International,Boeing 737,416.0,96,160,60.0,513.0,77,Moderate,Delayed,Clear,15311l,38277.5kg,3.7,Elite crew
PK2026_0190,2026-01-06,January,Tuesday,Jeddah,Lahore,International,Boeing 737,406.0,109,160,68.12,1083.0,178,Severe,Delayed,Fog,8923l,22307.5kg,,Good journey overall
PK2026_0191,2026-11-07,November,Saturday,Karachi,London,International,ATR 72,167.0,58,70,82.86,311.0,166,Severe,Delayed,Clear,16174l,40435.0kg,3.5,Unsatisfactory
PK2026_0192,2026-03-14,March,Saturday,Jeddah,Karachi,International,Boeing 737,463.0,154,160,96.25,1463.0,116,Moderate,Delayed,,8592l,21480.0kg,,Postponed but nice
PK2026_0193,2026-07-25,July,Saturday,Karachi,Dubai,International,Boeing 737,322.0,122,160,76.25,901.0,0,No Delay,On Time,Clear,6854l,17135.0kg,2.6,Top-notch service
PK2026_0194,2026-04-21,April,Tuesday,London,Kuala Lumpur,International,Boeing 737,192.0,145,160,90.62,630.0,131,Severe,Delayed,Rain,14934l,37335.0kg,3.4,Fine flight
PK2026_0195,2026-03-26,March,Thursday,Lahore,Islamabad,Domestic,Airbus A320,,177,180,98.33,831.0,237,Severe,Delayed,Fog,13649l,34122.5kg,,Average experience
PK2026_0196,2026-04-14,April,Tuesday,Karachi,London,International,ATR 72,235.0,36,70,51.43,863.0,201,Severe,Delayed,,12396l,30990.0kg,4.2,Staff was poor
PK2026_0197,2026-05-14,May,Thursday,Kuala Lumpur,Islamabad,International,ATR 72,85.0,47,70,67.14,1013.0,238,Severe,Delayed,,9293l,23232.5kg,5.0,Ordinary experience
PK2026_0198,2026-07-18,July,Saturday,London,Dubai,International,Boeing 777,61.0,240,350,68.57,1378.0,237,Severe,Delayed,Storm,7585l,18962.5kg,,Lacking service
PK2026_0199,2026-01-14,January,Wednesday,Jeddah,Karachi,International,Airbus A320,476.0,94,180,52.22,437.0,24,Minor,Delayed,,13752l,34380.0kg,4.8,Perfect service
PK2026_0200,2026-05-16,May,Saturday,Karachi,London,International,Boeing 737,264.0,90,160,56.25,1017.0,221,Severe,Delayed,Rain,13309l,33272.5kg,,Stable journey
PK2026_0201,2026-09-24,September,Thursday,Dubai,Doha,International,ATR 72,400.0,55,70,78.57,461.0,135,Severe,Delayed,Storm,7749l,19372.5kg,4.0,Behind schedule but comfortable cabin
PK2026_0202,2026-12-07,December,Monday,Kuala Lumpur,Karachi,International,Boeing 777,104.0,178,350,50.86,650.0,83,Moderate,Delayed,Clear,19634l,49085.0kg,,Late arrival but good
PK2026_0203,2026-06-06,June,Saturday,Lahore,Dubai,International,ATR 72,445.0,63,70,90.0,357.0,79,Moderate,Delayed,,4317l,10792.5kg,4.4,Liked the trip
PK2026_0204,2026-10-07,October,Wednesday,Karachi,London,International,ATR 72,232.0,55,70,78.57,480.0,66,Moderate,Delayed,Clear,7204l,18010.0kg,4.4,Stellar service
PK2026_0205,2026-10-19,October,Monday,Islamabad,Karachi,Domestic,Boeing 777,435.0,345,350,98.57,1427.0,237,Severe,Delayed,,4251l,10627.5kg,3.5,Tardy but enjoyable
PK2026_0206,2026-08-01,August,Saturday,Islamabad,Lahore,Domestic,Airbus A320,419.0,112,180,62.22,1143.0,116,Moderate,Delayed,Clear,6786l,16965.0kg,3.2,Nothing stood out
PK2026_0207,2026-01-12,January,Monday,Lahore,Dubai,International,Boeing 777,377.0,280,350,80.0,428.0,24,Minor,Delayed,,14345l,35862.5kg,3.2,Neutral experience
PK2026_0208,2026-04-20,April,Monday,Kuala Lumpur,Lahore,International,Airbus A320,296.0,134,180,74.44,1411.0,9,Minor,On Time,,12928l,32320.0kg,3.8,Seamless ride
PK2026_0209,2026-11-16,November,Monday,Islamabad,Jeddah,International,Boeing 777,287.0,198,350,56.57,1461.0,26,Minor,Delayed,Rain,10795l,26987.5kg,3.5,Late but cozy environment
PK2026_0210,2026-11-06,November,Friday,Kuala Lumpur,Doha,International,Boeing 777,,258,350,73.71,1338.0,113,Moderate,Delayed,Clear,9493l,23732.5kg,4.1,Incredibly smooth
PK2026_0211,2026-10-19,October,Monday,Islamabad,Lahore,Domestic,Boeing 777,399.0,178,350,50.86,707.0,173,Severe,Delayed,Rain,11586l,28965.0kg,2.6,Quiet journey
PK2026_0212,2026-10-28,October,Wednesday,Doha,Lahore,International,Boeing 737,320.0,149,160,93.12,926.0,72,Moderate,Delayed,Storm,9704l,24260.0kg,3.6,Good time
PK2026_0213,2026-12-31,December,Thursday,London,Islamabad,International,Boeing 737,417.0,135,160,84.38,508.0,207,Severe,Delayed,,10079l,25197.5kg,,Delayed but pleasant
PK2026_0214,2026-03-16,March,Monday,Islamabad,Jeddah,International,Airbus A320,319.0,98,180,54.44,1075.0,226,Severe,Delayed,Clear,7444l,18610.0kg,,Plain flight
PK2026_0215,2026-06-24,June,Wednesday,Doha,Lahore,International,Airbus A320,245.0,174,180,96.67,907.0,138,Severe,Delayed,Clear,11591l,28977.5kg,3.7,Ordinary journey
PK2026_0216,2026-06-15,June,Monday,Kuala Lumpur,Dubai,International,Airbus A320,130.0,130,180,72.22,828.0,59,Moderate,Delayed,,3066l,7665.0kg,4.8,Effortless flight
PK2026_0217,2026-02-13,February,Friday,Doha,Karachi,International,Boeing 737,67.0,92,160,57.5,239.0,202,Severe,Delayed,,12267l,30667.5kg,3.4,Very stable
PK2026_0218,2026-01-26,January,Monday,Doha,Kuala Lumpur,International,ATR 72,437.0,55,70,78.57,1024.0,153,Severe,Delayed,,16465l,41162.5kg,4.2,Delayed but nice
PK2026_0219,2026-12-28,December,Monday,Dubai,Islamabad,International,ATR 72,169.0,61,70,87.14,874.0,235,Severe,Delayed,Rain,7149l,17872.5kg,3.9,Very steady
PK2026_0220,2026-06-27,June,Saturday,Dubai,Jeddah,International,Boeing 737,93.0,145,160,90.62,1119.0,57,Moderate,Delayed,,4031l,10077.5kg,3.0,Just a standard flight
PK2026_0221,2026-01-09,January,Friday,Dubai,Lahore,International,Airbus A320,,173,180,96.11,,47,Moderate,Delayed,Rain,17526l,43815.0kg,4.5,Fairly average
PK2026_0222,2026-06-10,June,Wednesday,London,Islamabad,International,ATR 72,372.0,61,70,87.14,576.0,35,Moderate,Delayed,Rain,7510l,18775.0kg,3.0,Behind schedule but comfy
PK2026_0223,2026-12-22,December,Tuesday,Dubai,Doha,International,Airbus A320,329.0,159,180,88.33,1146.0,117,Moderate,Delayed,Storm,3272l,8180.0kg,3.8,Normal trip
PK2026_0224,2026-05-10,May,Sunday,Doha,Dubai,International,Boeing 737,365.0,89,160,55.62,574.0,214,Severe,Delayed,Fog,10816l,27040.0kg,3.2,Terrible
PK2026_0225,2026-01-03,January,Saturday,Doha,Islamabad,International,ATR 72,135.0,65,70,92.86,1062.0,201,Severe,Delayed,Storm,4782l,11955.0kg,,Calm trip
PK2026_0226,2026-09-06,September,Sunday,Dubai,London,International,Boeing 777,192.0,327,350,93.43,940.0,109,Moderate,Delayed,Fog,18745l,46862.5kg,2.9,Exceptional service
PK2026_0227,2026-09-11,September,Friday,Dubai,Islamabad,International,ATR 72,314.0,57,70,81.43,120.0,55,Moderate,Delayed,,4753l,11882.5kg,,Poorly done
PK2026_0228,2026-04-04,April,Saturday,Islamabad,Doha,International,Boeing 737,358.0,125,160,78.12,463.0,56,Moderate,Delayed,Clear,17078l,42695.0kg,3.1,Tardy but nice
PK2026_0229,2026-12-10,December,Thursday,Jeddah,London,International,Boeing 777,462.0,209,350,59.71,261.0,237,Severe,Delayed,Rain,5980l,14950.0kg,4.6,Delayed but high comfort
PK2026_0230,2026-11-01,November,Sunday,Dubai,Lahore,International,ATR 72,270.0,63,70,90.0,1468.0,64,Moderate,Delayed,Storm,13607l,34017.5kg,2.8,Unremarkable
PK2026_0231,2026-02-12,February,Thursday,Karachi,Jeddah,International,ATR 72,394.0,55,70,78.57,374.0,145,Severe,Delayed,Rain,8284l,20710.0kg,3.1,Peaceful ride
PK2026_0232,2026-01-02,January,Friday,Lahore,Doha,International,Boeing 777,331.0,291,350,83.14,1442.0,141,Severe,Delayed,Rain,3168l,7920.0kg,4.1,Positive vibes
PK2026_0233,2026-03-07,March,Saturday,Lahore,London,International,ATR 72,317.0,63,70,90.0,1167.0,211,Severe,Delayed,Rain,8045l,20112.5kg,3.8,Behind time but good
PK2026_0234,2026-06-26,June,Friday,Karachi,Lahore,Domestic,Boeing 737,327.0,117,160,73.12,723.0,161,Severe,Delayed,Rain,11994l,29985.0kg,,Fantastic staff
PK2026_0235,2026-04-10,April,Friday,Lahore,Karachi,Domestic,Boeing 777,,183,350,52.29,396.0,239,Severe,Delayed,Storm,11505l,28762.5kg,2.7,Brilliant care
PK2026_0236,2026-11-17,November,Tuesday,Islamabad,Kuala Lumpur,International,Airbus A320,131.0,139,180,77.22,1222.0,107,Moderate,Delayed,,12464l,31160.0kg,,Okay flight
PK2026_0237,2026-10-28,October,Wednesday,London,Jeddah,International,ATR 72,81.0,41,70,58.57,653.0,136,Severe,Delayed,Fog,16466l,41165.0kg,3.4,Badly managed
PK2026_0238,2026-12-21,December,Monday,Dubai,London,International,Boeing 777,365.0,221,350,63.14,1105.0,118,Moderate,Delayed,Clear,5583l,13957.5kg,,Very easy journey
PK2026_0239,2026-07-20,July,Monday,Kuala Lumpur,Doha,International,Boeing 777,,251,350,71.71,727.0,202,Severe,Delayed,Rain,9530l,23825.0kg,3.7,Standard
PK2026_0240,2026-04-18,April,Saturday,Kuala Lumpur,Islamabad,International,Boeing 737,,82,160,51.25,984.0,190,Severe,Delayed,,17679l,44197.5kg,2.9,Great service
PK2026_0241,2026-01-05,January,Monday,Doha,Dubai,International,Boeing 777,330.0,212,350,60.57,515.0,41,Moderate,Delayed,,13914l,34785.0kg,4.2,Smooth ride
PK2026_0242,2026-01-25,January,Sunday,Dubai,Lahore,International,Airbus A320,401.0,175,180,97.22,1082.0,224,Severe,Delayed,Clear,19591l,48977.5kg,2.9,Impeccable service
PK2026_0243,2026-06-30,June,Tuesday,Islamabad,Dubai,International,ATR 72,100.0,56,70,80.0,338.0,31,Moderate,Delayed,,5050l,12625.0kg,3.7,Top-tier crew
PK2026_0244,2026-09-23,September,Wednesday,Jeddah,Lahore,International,Boeing 777,200.0,179,350,51.14,670.0,104,Moderate,Delayed,,4149l,10372.5kg,4.3,Professional service
PK2026_0245,2026-07-24,July,Friday,Karachi,Islamabad,Domestic,Airbus A320,286.0,110,180,61.11,452.0,152,Severe,Delayed,Clear,6986l,17465.0kg,3.2,Poor experience
PK2026_0246,2026-06-06,June,Saturday,Kuala Lumpur,Islamabad,International,ATR 72,186.0,40,70,57.14,1119.0,183,Severe,Delayed,,4526l,11315.0kg,2.7,Bad staff
PK2026_0247,2026-01-09,January,Friday,London,Dubai,International,Boeing 777,145.0,192,350,54.86,966.0,194,Severe,Delayed,Storm,18295l,45737.5kg,2.9,Excellent experience
PK2026_0248,2026-01-04,January,Sunday,Lahore,Doha,International,Airbus A320,,145,180,80.56,1333.0,182,Severe,Delayed,Fog,12338l,30845.0kg,2.7,Neutral
PK2026_0249,2026-12-08,December,Tuesday,Jeddah,Doha,International,Airbus A320,477.0,121,180,67.22,1066.0,37,Moderate,Delayed,,18565l,46412.5kg,2.7,Decent flight
PK2026_0250,2026-03-02,March,Monday,Dubai,London,International,Boeing 777,,317,350,90.57,474.0,170,Severe,Delayed,,8135l,20337.5kg,4.9,Five-star service
PK2026_0251,2026-06-03,June,Wednesday,Doha,Lahore,International,Boeing 777,183.0,318,350,90.86,983.0,229,Severe,Delayed,Clear,9591l,23977.5kg,3.4,Delayed but luxury
PK2026_0252,2026-12-29,December,Tuesday,Islamabad,Jeddah,International,Boeing 777,186.0,278,350,79.43,1338.0,215,Severe,Delayed,Storm,10986l,27465.0kg,3.2,Poor quality
PK2026_0253,2026-07-03,July,Friday,Dubai,Kuala Lumpur,International,ATR 72,298.0,36,70,51.43,1311.0,130,Severe,Delayed,Rain,13273l,33182.5kg,4.7,Late but premium
PK2026_0254,2026-11-26,November,Thursday,Jeddah,Lahore,International,Boeing 737,279.0,148,160,92.5,1200.0,6,Minor,On Time,,18184l,45460.0kg,2.5,Good experience
PK2026_0255,2026-11-21,November,Saturday,Kuala Lumpur,Lahore,International,Boeing 737,60.0,100,160,62.5,465.0,188,Severe,Delayed,,11920l,29800.0kg,4.0,Good flight quality
PK2026_0256,2026-08-09,August,Sunday,Lahore,Doha,International,Airbus A320,321.0,171,180,95.0,515.0,14,Minor,On Time,,10036l,25090.0kg,3.9,Amazing crew
PK2026_0257,2026-11-23,November,Monday,Kuala Lumpur,Lahore,International,Airbus A320,82.0,102,180,56.67,463.0,115,Moderate,Delayed,Fog,14941l,37352.5kg,3.2,Wonderful experience
PK2026_0258,2026-08-21,August,Friday,Karachi,Lahore,Domestic,Boeing 777,468.0,326,350,93.14,1282.0,28,Minor,Delayed,,7997l,19992.5kg,3.8,Behind schedule but worth the wait
PK2026_0259,2026-08-19,August,Wednesday,Jeddah,Lahore,International,Boeing 737,194.0,128,160,80.0,1147.0,237,Severe,Delayed,Fog,13092l,32730.0kg,3.0,Unsatisfactory staff
PK2026_0260,2026-05-01,May,Friday,Islamabad,London,International,Boeing 777,114.0,212,350,60.57,1423.0,175,Severe,Delayed,Clear,12158l,30395.0kg,2.6,Standard journey
PK2026_0261,2026-04-23,April,Thursday,Doha,London,International,ATR 72,461.0,63,70,90.0,222.0,147,Severe,Delayed,,5791l,14477.5kg,3.9,Nothing special
PK2026_0262,2026-06-08,June,Monday,Islamabad,Karachi,Domestic,Boeing 777,368.0,191,350,54.57,160.0,214,Severe,Delayed,,14908l,37270.0kg,,Very fluid
PK2026_0263,2026-05-15,May,Friday,Islamabad,Dubai,International,Boeing 737,439.0,150,160,93.75,586.0,16,Minor,Delayed,,15351l,38377.5kg,4.1,Tardy but cozy seats
PK2026_0264,2026-07-12,July,Sunday,Lahore,Karachi,Domestic,Boeing 737,416.0,99,160,61.88,536.0,235,Severe,Delayed,Clear,9933l,24832.5kg,,Seamless travel
PK2026_0265,2026-04-15,April,Wednesday,London,Islamabad,International,Airbus A320,210.0,134,180,74.44,979.0,65,Moderate,Delayed,Clear,17232l,43080.0kg,3.8,Below par
PK2026_0266,2026-06-18,June,Thursday,Jeddah,Kuala Lumpur,International,Boeing 737,133.0,158,160,98.75,830.0,13,Minor,On Time,Storm,12025l,30062.5kg,3.7,Decent time
PK2026_0267,2026-12-01,December,Tuesday,Karachi,Doha,International,Boeing 737,345.0,144,160,90.0,816.0,40,Moderate,Delayed,Clear,6217l,15542.5kg,3.3,Stellar treatment
PK2026_0268,2026-03-21,March,Saturday,Lahore,Doha,International,Airbus A320,131.0,99,180,55.0,792.0,149,Severe,Delayed,Fog,8037l,20092.5kg,3.8,Incredibly calm
PK2026_0269,2026-10-04,October,Sunday,Kuala Lumpur,Doha,International,ATR 72,265.0,54,70,77.14,912.0,175,Severe,Delayed,Clear,10029l,25072.5kg,4.4,Nice flight
PK2026_0270,2026-11-26,November,Thursday,London,Islamabad,International,Boeing 777,224.0,350,350,100.0,979.0,35,Moderate,Delayed,Rain,11488l,28720.0kg,2.8,Perfect staff
PK2026_0271,2026-08-06,August,Thursday,Lahore,Karachi,Domestic,ATR 72,466.0,36,70,51.43,493.0,134,Severe,Delayed,,18980l,47450.0kg,3.1,Unremarkable flight
PK2026_0272,2026-09-20,September,Sunday,Dubai,Doha,International,ATR 72,152.0,38,70,54.29,1224.0,147,Severe,Delayed,Fog,17836l,44590.0kg,3.9,Standard trip
PK2026_0273,2026-07-20,July,Monday,Lahore,Dubai,International,Boeing 737,286.0,134,160,83.75,273.0,20,Minor,Delayed,Clear,13918l,34795.0kg,2.5,Good trip
PK2026_0274,2026-11-12,November,Thursday,Dubai,Doha,International,Boeing 777,99.0,339,350,96.86,145.0,129,Severe,Delayed,,6000l,15000.0kg,4.3,Pleasant flight
PK2026_0275,2026-02-12,February,Thursday,Jeddah,Lahore,International,ATR 72,427.0,52,70,74.29,773.0,213,Severe,Delayed,,9385l,23462.5kg,4.9,Wonderful service
PK2026_0276,2026-05-05,May,Tuesday,Islamabad,Jeddah,International,Boeing 737,164.0,139,160,86.88,692.0,225,Severe,Delayed,Clear,17565l,43912.5kg,3.2,Steady flight
PK2026_0277,2026-10-13,October,Tuesday,Jeddah,London,International,Boeing 777,165.0,319,350,91.14,657.0,6,Minor,On Time,,18318l,45795.0kg,4.3,Great experience
PK2026_0278,2026-08-26,August,Wednesday,London,Islamabad,International,Boeing 777,363.0,230,350,65.71,600.0,77,Moderate,Delayed,Storm,11429l,28572.5kg,,Ordinary
PK2026_0279,2026-09-23,September,Wednesday,Jeddah,Doha,International,Boeing 777,379.0,197,350,56.29,962.0,120,Moderate,Delayed,,7256l,18140.0kg,4.0,Late but very good
PK2026_0280,2026-01-30,January,Friday,Islamabad,Karachi,Domestic,ATR 72,411.0,54,70,77.14,1065.0,62,Moderate,Delayed,,14773l,36932.5kg,3.8,Good time overall
PK2026_0281,2026-12-28,December,Monday,Karachi,London,International,Boeing 737,92.0,102,160,63.75,1164.0,240,Severe,Delayed,Rain,10648l,26620.0kg,4.0,Seamless
PK2026_0282,2026-08-04,August,Tuesday,Dubai,Kuala Lumpur,International,Boeing 737,,150,160,93.75,443.0,195,Severe,Delayed,Fog,5055l,12637.5kg,,Solid experience
PK2026_0283,2026-01-10,January,Saturday,Islamabad,Jeddah,International,Airbus A320,374.0,128,180,71.11,718.0,62,Moderate,Delayed,,10199l,25497.5kg,5.0,Very calm
PK2026_0284,2026-07-27,July,Monday,Karachi,London,International,Boeing 737,111.0,131,160,81.88,969.0,110,Moderate,Delayed,Rain,19218l,48045.0kg,,Fine experience
PK2026_0285,2026-01-22,January,Thursday,Lahore,Dubai,International,Boeing 737,345.0,151,160,94.38,179.0,19,Minor,Delayed,Fog,9003l,22507.5kg,4.1,Standard quality
PK2026_0286,2026-05-05,May,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 737,393.0,119,160,74.38,205.0,228,Severe,Delayed,Storm,6333l,15832.5kg,3.7,Satisfied
PK2026_0287,2026-05-08,May,Friday,Jeddah,Dubai,International,Boeing 737,188.0,99,160,61.88,1329.0,64,Moderate,Delayed,Clear,17407l,43517.5kg,3.0,Behind schedule but nice
PK2026_0288,2026-10-06,October,Tuesday,Islamabad,Jeddah,International,Airbus A320,252.0,113,180,62.78,1000.0,55,Moderate,Delayed,,9490l,23725.0kg,,Average
PK2026_0289,2026-01-02,January,Friday,Lahore,Karachi,Domestic,Boeing 777,,308,350,88.0,990.0,39,Moderate,Delayed,Fog,17945l,44862.5kg,,Delayed but comfortable
