track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,customer_id,session_date,region_code
2nxcxBKWmYn4U2dLb5JDKT,Rehmahz;Oba Reengy,Sound of Life,By My Side,18,150334,False,0.614,0.629,7,-5.336,1,0.228,0.307,3.11e-05,0.163,0.755,90.524,4,afrobeat,289840,2020-01-02 01:07,EU
1nsFilaPOtrUhxmRnP2qWi,Sharyn,In Full Bloom,Anyway,18,274297,False,0.541,0.31,11,-9.523,0,0.0479,0.813,3.66e-05,0.308,0.324,137.956,4,afrobeat,453455,2020-01-02 01:08,LATAM
64SXxSKy3ZIKuGk5vyve7Z,Lefties Soul Connection,Akathisia,The Waddle,20,182234,False,0.641,0.837,2,-5.248,1,0.0583,0.0497,0.943,0.14,,86.177,4,afrobeat,925655,2020-01-02 01:09,US
0fOHb3pGgqNVoF857LeWmN,Marizu,Quiet Time,Stay Here,19,196363,False,0.575,0.441,9,-9.141,0,0.0552,0.806,0.000432,0.108,0.665,98.868,4,afrobeat,652808,2020-01-02 01:10,EU
5ILzb89zqyneogu0oPTEEk,TJ Cream;Marko,Hard Talk,Hard Talk,19,130750,False,0.682,0.569,2,-6.317,1,0.286,0.206,0.0,0.0896,,151.09,4,afrobeat,865896,2020-01-02 01:11,LATAM
5mEJHNaQvNQUuXvAtXXhGK,Calle 13,Calle 13 (Clean Version),Se Vale To-To,21,230306,False,0.699,0.739,10,-6.256,0,0.0641,0.00428,3.65e-06,0.076,0.429,175.979,4,afrobeat,323345,2020-01-02 01:12,LATAM
6SrS9vl9994H54jBT4q4Ff,Jorge Drexler,Llueve,Paisaje lunar,20,176173,False,0.699,0.503,5,-11.113,0,0.0473,0.841,0.000362,0.11,0.664,152.933,3,afrobeat,863541,2020-01-02 01:13,EU
1goimUATGsvwX5d6aXYSOV,J Prince,Let Jesus Row,Let Jesus Row,18,212000,False,0.813,0.83,9,-5.57,1,0.199,0.0389,0.0,0.0975,0.809,113.985,4,afrobeat,165231,2020-01-02 01:14,EU
43OczYqGoSzZAXpa3VntDY,Alogte Oho & His Sounds of Joy,Mam Yinne Wa,Allema Timba,18,279595,False,0.631,0.458,5,-8.889,0,0.0327,0.384,0.0316,0.186,0.945,141.12,4,afrobeat,304894,2020-01-02 01:15,EU
7vCz8K2qr4adELUmCvuGDg,Oba Reengy,Aware,Save Me From Myself,18,197718,False,,0.657,11,-5.355,0,0.217,0.328,0.0,0.139,0.364,87.384,4,afrobeat,570722,2020-01-02 01:16,APAC
7dEpUFOczDDfWP4FekfocW,Bacao Rhythm & Steel Band,55,Beetham Highway Ride,18,187570,False,0.831,0.758,0,-4.227,1,0.0761,0.107,0.92,0.068,0.902,96.293,4,afrobeat,145482,2020-01-02 01:17,US
2vtsCV5XDM4nuBKD0d17mK,Soothsayers;Village Cuts,Tradition Remixed,Good Vibration - Village Cuts Remix,18,299124,False,0.86,0.676,0,-9.245,0,0.363,0.268,0.134,0.094,0.602,94.025,4,afrobeat,872434,2020-01-02 01:18,EU
1OJpFc9AKsEfBFCywsa6ds,Romperayo,Tacutun / Cumbia Reggae Funky,Tacutun,17,186666,False,0.785,0.671,10,-7.913,1,0.15,0.019,0.748,0.203,0.601,122.966,4,afrobeat,880680,2020-01-02 01:19,EU
1xI62yXrvcXuLTzUmkmlje,Mandrill,Mandrill,Mandrill,19,260360,False,0.536,0.734,0,-14.068,1,0.0584,0.0785,0.712,0.181,,133.655,4,afrobeat,587319,2020-01-02 01:20,MENA
5UFtEx81UIPjQtugmesmcN,Los Pirañas,Historia natural,Palermo's Grunch,18,308864,False,0.55,0.871,2,-4.931,1,0.0436,0.0483,0.815,0.177,0.888,131.439,4,afrobeat,375219,2020-01-02 01:21,US
3cgDIBKGbvEhdWbDsofQzB,Jungle Fire,Tropicoso,Chalupa,17,283440,False,0.643,0.808,7,-7.507,0,0.0474,0.32,0.885,0.111,0.931,116.886,4,afrobeat,189067,2020-01-02 01:22,APAC
3iQ0daGW8MTp2I4UQvy1ee,Letta Mbulu,Naturally,Noma Themba,19,206066,False,0.734,0.411,0,-8.984,1,0.0253,0.656,0.000775,0.0924,0.532,90.629,4,afrobeat,657024,2020-01-02 01:23,LATAM
2iwuZ15yjlWFvd4pEyiWAr,Jungle Fire;Felipe Gordon,Atómico (Felipe Gordon Remix - Single Edit),Atómico - Felipe Gordon Remix - Single Edit,18,271761,False,,0.816,0,-9.181,1,0.0342,0.0265,0.9,0.283,0.715,120.996,4,afrobeat,583903,2020-01-02 01:24,EU
0MmVBZEFMkmzb837pW9K1H,Morbo y Mambo,Morbo y Mambo,la espada de cadorna,18,262773,False,0.513,0.845,0,-8.334,1,0.0565,0.0152,0.848,0.345,0.706,130.117,4,afrobeat,783969,2020-01-02 01:25,US
3Lrltof1vDyKndb4Gwzuoj,Voilaaa;Pat Kalla,Des Promesses,Des promesses,18,423668,False,0.83,0.785,7,-9.46,0,0.0382,0.00709,0.0301,0.0878,,134.019,4,afrobeat,642280,2020-01-02 01:26,EU
07TdcTMx1hzMh3jWXVdZT1,The Bamboos,4,The Ghost,19,217733,False,0.688,0.763,7,-8.545,1,0.0294,0.0111,1.3e-05,0.218,0.713,99.022,4,afrobeat,215463,2020-01-02 01:27,APAC
00Ys2R4wKqpKbGMgpZBirL,Lack Of Afro,Press On,Rusty,20,237026,False,0.611,0.973,8,-6.378,0,0.0555,0.0637,0.682,0.0851,0.898,100.403,4,afrobeat,209588,2020-01-02 01:28,US
4BqC9W4fV9irOrKgStgKYr,Pacific Express;Jonathan Bulter,Anthology. Pt. 2,Look at the Smile,18,197600,False,0.688,0.638,6,-11.181,0,0.0801,0.0149,0.0,0.102,0.958,97.743,4,afrobeat,802753,2020-01-02 01:29,LATAM
6hdMslBOhzTh8jsSrJJsHY,A Mose;Nolly,Kullez Kid in Africa,Confirm,18,145610,False,0.853,0.576,11,-9.167,0,0.157,0.0218,0.00219,0.0906,0.642,104.012,4,afrobeat,243121,2020-01-02 01:30,EU
72owuO04tFBFbYbGw84tai,William Onyeabor;The Vaccines;John Hill;Rich Costey,What?!,Do You Want a Man - Heaven & Hell Remix,18,145773,False,0.603,0.921,5,-3.555,0,0.0931,0.198,0.00035,0.133,0.816,122.978,4,afrobeat,944659,2020-01-02 01:31,MENA
2hoTBcSjmzGEVNyR5sL8Qj,The Sorcerers,In Search of the Lost City of the Monkey God,Escape from the Catacombs,18,183783,False,0.595,0.721,0,-7.033,0,0.0537,0.428,0.864,0.156,0.831,166.305,4,afrobeat,195352,2020-01-02 01:32,US
4DSM0sLjFLTBI9Vm5eyaLC,Juanafé;La Flor del Recuerdo,Parrilladas Vargas (Vol. II),Si Tu Me Quisieras,19,172157,False,0.659,0.53,4,-10.444,1,0.0347,0.743,2.09e-06,0.189,0.726,126.031,3,afrobeat,755536,2020-01-02 01:33,LATAM
4HVmE0XxxufxDQYbOTm4f1,Manu Dibango;Cuarteto Patria,Cubafrica,Carnaval,18,350906,False,0.44,0.739,8,-4.719,1,0.0327,0.294,0.0028,0.05,0.927,101.033,4,afrobeat,977706,2020-01-02 01:34,MENA
1thso08cTysSSnNaYPVo0D,Thee Commons,Collecion De Oro,Cumbia Del Sol,18,195265,False,,,5,-3.337,1,0.029,0.00457,5.36e-06,0.203,0.944,96.243,4,afrobeat,497100,2020-01-02 01:35,APAC
3mPoQffWmAwupicwjGub6p,Afrocidade,Vivão,Novos Mundos,18,240000,False,0.816,0.88,6,-4.251,0,0.0503,0.165,0.0,0.106,0.752,120.079,4,afrobeat,151042,2020-01-02 01:36,APAC
1JfcfNnW1pfsaYdqO6Vrkn,Orgone;Cyril Neville,I Sold My Heart to the Junkman,I Sold My Heart to the Junkman,20,301059,False,0.534,0.672,5,-7.066,0,0.0477,0.00784,0.000598,0.156,0.819,102.071,4,afrobeat,889009,2020-01-02 01:37,MENA
3Px454rzMHtIRc9R04QSlB,The Souljazz Orchestra,Resistance,Soleil Couchant,18,225953,False,0.618,0.831,9,-7.018,0,0.0802,0.429,0.321,0.168,0.92,126.058,4,afrobeat,268576,2020-01-02 01:38,EU
5tSJNsX4IOsnkjvwq7DGYg,Eddie Neblett,Motives - What Have We Come Here to Do Church?,Motives - What Have We Come Here to Do Church?,18,196259,False,0.715,0.698,1,-5.12,1,0.357,0.377,0.0,0.0803,0.661,84.653,4,afrobeat,574711,2020-01-02 01:39,MENA
7yIlnsnvzTlOAK14ue9IkF,King Sunny Ade,Nigeria 70 - Funky Lagos,Ja Fun Mi - Instrumental,19,433426,False,0.464,0.683,10,-12.301,0,0.0415,0.165,0.591,0.232,0.833,105.437,4,afrobeat,986081,2020-01-02 01:40,LATAM
16zRyplwDUve1JKipYBdEt,Newen Afrobeat,Newen Afrobeat,Qué Sabemos,18,625066,False,0.677,0.799,0,-6.388,1,0.0473,0.0397,0.144,0.0797,0.775,125.041,4,afrobeat,770293,2020-01-02 01:41,LATAM
3WrBkEccov25wDOcHj2laq,Calle 13,Top Latino V.6,Baile De Los Pobres,21,207160,False,0.501,0.82,11,-6.617,0,0.291,0.0868,2.62e-06,0.113,,179.996,4,afrobeat,141684,2020-01-02 01:42,US
77r13JXhYWifX2up1zcecR,Jackie Mittoo,The Keyboard King at Studio One,Drum Song,20,264133,False,0.696,0.415,6,-12.57,1,0.0379,0.169,0.847,0.0888,0.637,95.801,4,afrobeat,838454,2020-01-02 01:43,APAC
4Q9ZdYqNIF1UhxKsrDkitE,Samuca e a Selva,Ditados Populares Dançantes,Imensidão,18,196343,False,0.758,0.803,11,-4.762,0,0.0329,0.0336,4.08e-06,0.203,0.791,108.015,4,afrobeat,245117,2020-01-02 01:44,MENA
1nEyUPeVFCAjIywCDz2LAP,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,Las Lycras del Avila,21,181493,False,0.691,0.624,0,-8.47,1,0.0358,0.32,0.67,0.0869,0.734,132.297,4,afrobeat,774416,2020-01-02 01:45,APAC
6yO6OJnhpAHAhngPB2Wb5g,Los Amigos Invisibles,Repeat After Me,Mostro,21,160200,False,0.853,0.799,9,-5.904,0,0.0344,0.159,0.0204,0.782,0.798,125.015,4,afrobeat,658859,2020-01-02 01:46,EU
1RIhd7jjWDQwSKsbxxGArN,Calle 13;Silvio Rodríguez,MultiViral,Ojos Color Sol (feat. Silvio Rodríguez),68,215813,False,0.582,0.443,2,-7.816,1,0.0436,0.664,0.0,0.0703,0.452,78.071,4,afrobeat,359069,2020-01-02 01:47,LATAM
1TdaQqgKRbiFdO15q1kv6e,Los Amigos Invisibles,Repeat After Me,La Que Me Gusta,71,239626,False,0.721,0.833,7,-7.469,1,0.0777,0.122,0.000115,0.135,0.549,100.005,4,afrobeat,481248,2020-01-02 01:48,APAC
3WXd8AWDD0oormqfYpSqJA,CalledOut Music,My Prayer (Yahweh),My Prayer (Yahweh),42,217446,False,0.583,0.31,5,-14.911,1,0.159,0.688,0.0,0.104,0.563,140.974,4,afrobeat,206059,2020-01-02 01:49,US
0kJg1vDAXOvuPUe4bLii7F,The Bamboos,Rawville,I Don't Wanna Stop,50,249200,False,0.69,0.775,5,-5.116,0,0.0306,0.119,0.000533,0.125,0.962,93.241,4,afrobeat,988104,2020-01-02 01:50,APAC
1tndejgd7TG98A3fhYZ8zD,Angeloh,Highway,Use Me,18,204638,False,0.581,0.491,1,-7.539,0,0.111,0.281,0.0,0.0943,0.877,126.273,5,afrobeat,314504,2020-01-02 01:51,APAC
6bsVfiqCFmdUJk0GtGd0R5,Calle 13,Residente o Visitante,Un Beso de Desayuno,20,290666,False,,0.854,5,-5.375,0,0.15,0.295,0.0,0.0684,0.786,84.894,4,afrobeat,377810,2020-01-02 01:52,EU
2BPrkxZ7JBCwTzyGyJyNaQ,La BOA,La Bestia,Vuelo Antillano,18,266986,False,0.771,0.735,9,-7.033,1,0.0376,0.0142,0.763,0.319,0.95,107.975,4,afrobeat,552586,2020-01-02 01:53,LATAM
4bsl2cD0lDdXcZ0PZkz1J7,Bacao Rhythm & Steel Band,Love Like This (45 Edit),Love Like This - 45 Edit,18,205457,False,0.91,0.837,0,-2.343,1,0.0856,0.427,0.898,0.0516,0.969,101.494,4,afrobeat,705141,2020-01-02 01:54,EU
4BgtIY3mw52U8YqwKImWPl,IFÁ;Okwei V. Odili,IFÁ Afrobeat + Okwei V. Odili,Suffer,18,336053,False,0.718,0.748,9,-9.315,0,0.0367,0.0885,5.72e-05,0.0779,0.963,99.014,4,afrobeat,554748,2020-01-02 01:55,LATAM
47jJmSxhqyuGUc6VkWYBJt,IFÁ;Okwei V. Odili,IFÁ Afrobeat + Okwei V. Odili,Axé!,18,359173,False,0.712,0.728,9,-8.818,0,0.0366,0.0867,0.142,0.107,0.965,115.967,4,afrobeat,554624,2020-01-02 01:56,US
3NyYDbTIBwCTiW0svrcVjy,Eddie Neblett,One Way Out,Forgiveness,18,207674,False,0.496,0.594,5,-7.131,0,0.294,0.437,0.0,0.244,0.73,172.031,4,afrobeat,624379,2020-01-02 01:57,MENA
3EsHMpDnakftfaFCPctwjo,Bacao Rhythm & Steel Band,Expansions,Kaiso Noir (Bonus Track),18,240464,False,0.815,0.618,4,-8.167,1,0.0515,0.0231,0.824,0.142,0.964,119.882,4,afrobeat,871925,2020-01-02 01:58,MENA
6J2iYZyg1msLFo37600hLs,Whitefield Brothers,In The Raw,Thunderbird,18,242626,False,0.709,0.978,7,-4.67,1,0.0441,0.026,0.851,0.266,0.744,94.391,3,afrobeat,455591,2020-01-02 01:59,LATAM
7vQpf3W7HaMeqjgYN1a6mu,Brownout;Brown Sabbath,Brownout Presents Brown Sabbath,Into the Void,19,388877,False,0.34,0.729,6,-5.995,1,0.0401,0.0134,0.833,0.112,0.415,154.28,4,afrobeat,848916,2020-01-02 02:00,LATAM
6PJ11hU6MSUwm8aB0SYXO0,Los Amigos Invisibles,The Venezuelan Zinga Son Vol. 1,Playa Azul,21,279800,False,0.629,0.745,1,-8.188,1,0.04,0.229,0.266,0.0624,0.704,175.979,4,afrobeat,808201,2020-01-02 02:01,APAC
27C5Nl5mQgWjlFNtNiVeHc,Abayomy Afrobeat Orquestra,Abayomy,Eru,17,421645,False,0.565,0.906,2,-7.053,1,0.0957,0.0553,0.0266,0.0975,0.84,133.283,4,afrobeat,964904,2020-01-02 02:02,APAC
0ummD95aMfyssMGkd2pV6f,Los Amigos Invisibles,Something,Something,21,215205,False,0.695,0.714,8,-4.386,1,0.0611,0.00374,0.000302,0.177,0.77,116.035,4,afrobeat,921837,2020-01-02 02:03,APAC
1CLz0R5abfm5rKzNO6h4MP,Los Amigos Invisibles,Arepa 3000,Domingo Echao,20,154906,False,0.86,0.457,0,-9.046,1,0.0702,0.0598,0.584,0.102,0.672,114.972,4,afrobeat,818361,2020-01-02 02:04,APAC
6C5bUHukEBdkwYwNFtHWaC,BaianaSystem;Mateus Aleluia,Calundu,Pangeia,19,202645,False,0.743,0.631,9,-7.35,0,0.026,0.29,0.752,0.7,0.686,110.034,4,afrobeat,322052,2020-01-02 02:05,MENA
60Lqpl9aw7eWRD8KDjzPwO,El Michels Affair,Sounding Out the City,Yennicita,18,188960,False,0.44,0.682,9,-6.555,1,0.0575,0.0422,0.907,0.103,0.397,168.385,3,afrobeat,796866,2020-01-02 02:06,MENA
0uBOGmKxjIEXUx2pRsxRDB,Voilaaa,Road by hotelF1,C'est le voyage,18,257706,False,0.868,0.806,2,-7.644,1,0.0568,0.304,0.0201,0.105,0.941,121.918,4,afrobeat,762870,2020-01-02 02:07,EU
6arJwZcEnNDWG4La4Rs0zl,Orgone,Orgone,Nasty Hats,19,218226,False,0.745,0.82,7,-7.176,1,0.0449,0.0177,0.607,0.104,0.962,93.978,4,afrobeat,360551,2020-01-02 02:08,LATAM
6mCl1YEddP0ZB9xM0UnvGy,Lefties Soul Connection,Hutspot,It's Your Thing / Hey Pocky a-Way,19,302506,False,0.508,0.882,5,-4.505,0,0.121,0.0351,0.00264,0.178,0.842,170.223,4,afrobeat,710173,2020-01-02 02:09,LATAM
5zc9sDB5u1KGA1CF8ej2gY,Hugh Masekela;Black Coffee,Black Coffee,Stimela (Coal Train) - Black Coffee Remix,17,452666,False,0.818,0.942,9,-8.364,0,0.0589,0.126,0.546,0.0665,0.735,123.015,4,afrobeat,327672,2020-01-02 02:10,LATAM
5ye2faNgoLNjbtxQfJqCys,Abayomy Afrobeat Orquestra,Abayomy,Obatalá,17,412300,False,0.577,0.773,5,-5.597,0,0.0525,0.0709,0.00663,0.071,0.469,93.111,4,afrobeat,570780,2020-01-02 02:11,LATAM
5HXiUV3myUIJbC2v1zs282,Cymande,Promised Heights,Losin' Ground,18,263400,False,0.77,0.3,0,-14.659,1,0.237,0.232,7.92e-05,0.104,0.707,93.169,4,afrobeat,817073,2020-01-02 02:12,APAC
0bF5cHljGnTv14Rio2BBGL,The Dynamics,Version Excursions,The Creator Has a Masterplan,18,293626,False,0.781,0.601,8,-7.788,1,0.0286,0.322,0.0028,0.0933,0.822,121.001,4,afrobeat,269677,2020-01-02 02:13,LATAM
4Ygli0ds2PASXt19mG4j8m,Los Amigos Invisibles,Arepa 3000,Arepa 3000,20,155173,False,0.661,0.877,5,-6.969,1,0.0326,0.0252,0.729,0.161,0.911,110.111,3,afrobeat,403257,2020-01-02 02:14,US
0CbNE0yI2EZv9uIwXnP4p5,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),El valle de las leñas amarillas,18,353946,False,0.794,,2,-9.849,1,0.034,0.855,0.55,0.141,0.437,108.622,3,afrobeat,815708,2020-01-02 02:15,LATAM
3zkJuZ7sP69YTS3h8VNVME,BaianaSystem;Mahal Pita,Outras Cidades,Playsom (Mahal Pita Remix),20,155853,False,0.696,0.686,7,-8.207,1,0.0653,0.00899,0.000956,0.116,0.477,128.102,4,afrobeat,508411,2020-01-02 02:16,MENA
3Rx4fQLLlupxqm3inilnhd,Jor'dan Armstrong;Tim Bowman Jr.,Blsd (Deluxe),Pull Me Through,19,242428,False,0.669,0.754,5,-4.809,0,0.0875,0.339,0.0,0.646,0.543,118.091,4,afrobeat,964562,2020-01-02 02:17,US
6Io6ZmvDOYKm0WM8LY8l9b,Ricardo Lemvo,Shall We Salsa,Tata Masamba,18,284826,False,0.807,0.696,0,-8.106,0,0.0341,0.714,4.57e-06,0.247,0.931,91.029,4,afrobeat,107164,2020-01-02 02:18,EU
6BOncpUpOAP1kKJO13gOkA,The Bamboos,Rawville,My Baby's Cheating - I Sure Got the Feeling,19,223280,False,0.716,0.947,7,-6.244,1,0.0761,0.0548,0.000769,0.345,0.805,101.628,4,afrobeat,749651,2020-01-02 02:19,MENA
38raqcTQ3GEuJ48yBWoJaX,Orgone,Orgone,Karma Sutra,19,228173,False,0.651,0.949,6,-5.316,0,0.0497,0.019,0.85,0.11,0.963,98.336,4,afrobeat,832777,2020-01-02 02:20,EU
61h8qyAeuCoAPQEMhAcZWf,Femi Kuti,Hôtel Costes 2 La Suite,Sorry Sorry - Old School Afro Dub,18,444159,False,0.763,0.871,4,-8.779,0,0.055,0.0238,0.14,0.438,0.618,101.199,4,afrobeat,926073,2020-01-02 02:21,APAC
2ZOMnAID3cCIrboS3rWhqx,BaianaSystem,BaianaSystem,Vinheta Baiana,19,82760,False,,,9,-12.379,0,0.0645,0.82,0.834,0.241,0.722,121.578,4,afrobeat,241078,2020-01-02 02:22,MENA
7gZlWT3hzZnNJa6Zo45POE,The Shaolin Afronauts,Follow the Path,Baie de Sangareya,18,254106,False,0.605,0.74,5,-7.875,0,0.0385,0.0772,0.911,0.194,0.745,102.605,4,afrobeat,985765,2020-01-02 02:23,US
0y3MztD4t3mIPJdKTzYI2Z,Newen Afrobeat,Newen Afrobeat,P.D.T.N. (Prostituto de Transnacional),18,402386,False,0.68,0.777,5,-5.853,0,0.0317,0.0808,0.522,0.161,,105.052,3,afrobeat,453049,2020-01-02 02:24,US
7qGrjVQQmh6blinO4DyK3c,Fela Kuti,The Best of the Black President,Lady,18,828586,False,0.747,0.858,1,-8.081,1,0.0544,0.302,8.49e-05,0.115,0.536,106.693,4,afrobeat,416845,2020-01-02 02:25,US
1AkJ0KWEvJaziCj9XIdt1v,Manoel Cordeiro,Manoel Cordeiro & Sonora Amazônia,Cumbia da Simone,18,184832,False,0.721,0.777,4,-5.589,0,0.0362,0.504,0.85,0.128,0.782,114.014,4,afrobeat,419987,2020-01-02 02:26,EU
0OZt04ueuAb8LlRdyqY6BP,Orlando Julius;The Heliocentrics,Jaiyede Afro,Love Thy Neighbour,19,258333,False,0.628,0.93,7,-6.005,0,0.088,0.00866,0.804,0.103,0.699,108.168,4,afrobeat,674400,2020-01-02 02:27,EU
3wbqAY2w7UZCHbDyqn1ycV,The New Mastersounds;Jeff Franca;Lamar Williams Jr.,Shake It,Taking Me Down,20,281986,False,0.692,0.854,7,-8.608,1,0.0804,0.333,0.774,0.265,0.782,95.026,4,afrobeat,693363,2020-01-02 02:28,EU
4ejyjfSHDLKR2AtArlJJ0T,The Poets Of Rhythm,Practice What You Preach,The Plan,18,186226,False,0.782,0.935,2,-5.135,0,0.0632,0.127,0.0184,0.17,0.853,123.248,4,afrobeat,526538,2020-01-02 02:29,LATAM
4eJR8xYDtn8EhS3yUD8S3F,Ondatrópica,Café del Mar XXV (Vol. 25),Cumbia Espacial,20,244594,False,0.705,0.859,10,-9.539,0,0.0501,0.373,0.78,0.158,0.754,91.263,4,afrobeat,163932,2020-01-02 02:30,LATAM
2SxZhIMY31SHc73awIteKR,Metá Metá,MetaL MetaL,Rainha das Cabeças,19,230739,False,0.359,0.953,0,-5.549,1,0.0773,0.299,5.97e-05,0.112,0.658,98.935,3,afrobeat,987964,2020-01-02 02:31,EU
13wF870pnYuvSdrCHnqyvf,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Vaivén,19,170693,False,,0.388,4,-9.831,1,0.0352,0.902,0.000169,0.154,0.539,155.018,3,afrobeat,299892,2020-01-02 02:32,MENA
5KvJ9xhL93jx9Q8IjDUbdw,Orquestra Brasileira de Música Jamaicana,Volume II,Pagode Russo,19,146906,False,0.751,0.868,10,-4.753,0,0.032,0.708,0.587,0.116,0.985,150.052,4,afrobeat,184426,2020-01-02 02:33,APAC
5MA7jaAdA1oZ2Jcrz5gqaJ,William Onyeabor,World Psychedelic Classics 5: Who Is William Onyeabor?,Let's Fall in Love,18,439280,False,0.713,0.958,8,-4.755,0,0.0605,0.461,0.952,0.109,0.961,131.462,4,afrobeat,637643,2020-01-02 02:34,EU
4HkGf5ZzUMMtN3bgZRGxhh,Plastilina Mosh,Aquamosh,Pornoshop,21,211160,False,0.635,0.822,2,-7.123,0,0.0378,0.000989,0.114,0.247,0.601,103.05,4,afrobeat,471137,2020-01-02 02:35,MENA
5aESR5wti306SsXUYGkEbU,Jackie Mittoo,The Keyboard King at Studio One,Stereo Freeze,19,185506,False,0.679,0.648,10,-9.967,1,0.0424,0.000521,0.0273,0.0871,0.952,102.627,4,afrobeat,654009,2020-01-02 02:36,EU
3NBweAfNWhU9Zu1xDLHAR8,Kutiman;Dekel,My Everything,My Everything,41,238577,False,0.594,0.552,7,-5.97,0,0.0254,0.105,0.000816,0.1,0.52,110.038,4,afrobeat,887984,2020-01-02 02:37,LATAM
1Trsjxw3OfwzIVsSuItgIa,Limoblaze;Johnny Drille,This Loving,This Loving,38,156831,False,0.564,0.483,11,-7.82,0,0.167,0.53,3.09e-06,0.0679,0.569,101.095,4,afrobeat,187592,2020-01-02 02:38,LATAM
5rJSFuBV3QBGTrywHJt5sA,Manu Dibango,African Voodoo,Coconut,44,131045,False,0.652,0.84,7,-7.198,0,0.0305,0.145,0.136,0.0468,0.955,113.623,4,afrobeat,355645,2020-01-02 02:39,LATAM
0Wm1tsC40GiduI9BgTcGDv,La Cumbia Chicharra,El Grito,¿ Quien Es ?,17,204360,False,0.79,0.647,10,-9.688,0,0.0475,0.602,0.862,0.0605,0.967,93.99,4,afrobeat,564913,2020-01-02 02:40,MENA
0oBjCx63OwKT7anxNGO48A,Limoblaze;Ada Ehi,God's Favourite Baby,Good God,37,215733,False,0.285,0.513,0,-7.324,1,0.0545,0.656,0.0,0.127,0.221,82.303,4,afrobeat,809012,2020-01-02 02:41,MENA
2Yayy5TW88lYwaA2ILPdix,TJ Cream;First Fire;Marko,Everyday,Everyday,17,188683,False,0.522,0.727,6,-5.118,1,0.0965,0.633,0.0,0.366,0.714,93.37,4,afrobeat,640578,2020-01-02 02:42,US
6aM1dvHvOjUSNbWsp3zLdJ,Rehmahz;Limoblaze,Victory,Victory,18,216868,False,0.672,,2,-8.284,0,0.336,0.486,0.0,0.149,0.411,126.599,5,afrobeat,444504,2020-01-02 02:43,LATAM
5CWqahxkgdxav7Exsx6qZ9,Elikem Kofi,Highly Confidential,Fever,17,200124,False,0.766,0.696,4,-7.859,0,0.128,0.0988,4.73e-05,0.557,0.521,107.977,4,afrobeat,649054,2020-01-02 02:44,MENA
2yLm7Y9foI71By8rAdYsFE,Dos Santos,Dos Santos,El Pescador,17,213186,False,0.562,0.722,4,-5.625,0,0.028,0.0132,0.897,0.114,0.887,100.747,4,afrobeat,981979,2020-01-02 02:45,APAC
5pptzEI1LJFtNrhFDH8Vet,Angeloh,Highway,What You Want,17,237918,False,0.77,0.584,4,-5.837,0,0.102,0.288,0.0,0.0926,0.669,114.96,4,afrobeat,532047,2020-01-02 02:46,MENA
5w7p6ON8mq80UkYrpg88S6,Zé Bigode Orquestra,Tikulafe,Tikulafe,17,295219,False,,0.77,11,-8.25,0,0.0394,0.0631,0.549,0.108,0.643,121.956,4,afrobeat,895175,2020-01-02 02:47,LATAM
1r3UZRusrbX8rz9YdWj6rx,Whitefield Brothers,In The Raw,Yakuba,18,194813,False,0.809,0.946,6,-4.464,1,0.0617,0.192,0.798,0.0577,0.911,90.73,4,afrobeat,801959,2020-01-02 02:48,US
6ysVxh7xhytlvlawdKCklQ,Orquestra Voadora,Ferro Velho,Amor,18,197746,False,0.664,0.875,5,-4.688,1,0.139,0.0917,0.449,0.132,0.626,104.925,4,afrobeat,371188,2020-01-02 02:49,LATAM
18OzYEBhFuusiRbvkhf6Zl,Menahan Street Band,Make the Road By Walking,Make the Road By Walking,51,183213,False,0.615,,10,-8.393,0,0.0317,0.0186,0.053,0.0825,0.902,90.847,4,afrobeat,324552,2020-01-02 02:50,MENA
5gDTvqxpIAAAXLIUPYKsTM,Limoblaze,Blind,Eledumare,17,200412,False,0.709,0.854,11,16.383,0,0.247,0.492,0.0,0.11,0.816,330.815,4,afrobeat,793173,2020-01-02 02:51,MENA
4K42ppHKqdf3798vUg1ult,Foli Griô Orquestra;Carlos Malta;Dofono de Omulu;Ekedi Nicinha,AJO,Awo,17,494532,False,0.594,0.716,11,-6.656,0,0.0472,0.217,0.0533,0.0539,0.931,133.407,4,afrobeat,286731,2020-01-02 02:52,APAC
1GXMf1AsiM1cdMMCtsffa1,Orgone,The Killion Floor,Do Your Thing,18,241200,False,0.586,0.702,4,-6.324,0,0.0482,0.553,0.00312,0.0943,0.69,143.434,4,afrobeat,403170,2020-01-02 02:53,APAC
0bIcfdH8VWCXcR0KNjDRF2,Chief Checker,Nigeria 70 - Lagos Jump,Africa Irie,17,342013,False,0.745,0.587,9,-8.101,0,0.163,0.0329,0.273,0.0922,0.86,131.977,4,afrobeat,311856,2020-01-02 02:54,LATAM
60xdLXU4rTPmPTPrfelJDf,Mandrill,Mandrill Is,I Refuse To Smile,18,247760,False,0.544,0.697,4,-7.36,0,0.0323,0.205,0.000121,0.193,0.654,87.557,4,afrobeat,645725,2020-01-02 02:55,US
